Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Czechia,CZE,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Djibouti,DJI,..,3.11070777137825,2.31085056865586,12.725569104869,12.5534545522009,18.0123357524405,18.8067802346137,31.3377807881556,61.3377799354117,88.4763720919992,70.4939704105042,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Dominican Republic,DOM,..,0.323949428178244,0.10956786647949,0.0999365420614543,0.135735396232209,0.146754298469617,0.071614745407875,0.0900525795763785,0.265600793332219,0.168184175371037,0.0617249074371328,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Ecuador,ECU,..,284.092885719255,0.803200579701288,0.52041332000043,1.30946629713443,2.48617573567631,2.62050198541562,3.33376358312023,3.56749954491132,3.77343029007026,4.19377354779745,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,"Egypt, Arab Rep.",EGY,..,0,0,0,0,0,0,0,0,0,0,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,El Salvador,SLV,..,0.622534766458521,0.00477826843515691,0.00475989125235119,0.0039528629004843,0.00945736030887739,0,0,0,0,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Equatorial Guinea,GNQ,..,311.16519240792,307.473585965894,306.633116710148,301.477460943909,283.98622658652,262.169692574726,240.036056404039,223.7566410458,220.86665259024,213.175434667959,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Eritrea,ERI,..,17.8492026344823,14.9585892590236,33.0048067881779,19.16763023779,25.7217289342633,34.1272553800737,28.9419958471852,57.271341350136,44.6259534943367,25.6602193402116,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Eswatini,SWZ,..,2.7275436857537,2.32492040021844,1.2339726305505,1.00156849405673,0.781479559620639,1.36481083411655,2.11129543055346,0.717576971580899,0.704815432130509,0.916620486168317,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Ethiopia,ETH,..,329.440408831006,231.47756416228,211.41248245078,179.79487890862,124.615616525374,89.714227083809,36.96423483061,34.0866592591258,53.0524726997752,46.2621638357454,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Gabon,GAB,..,330.432425850495,249.884608874024,240.592214474377,233.621409137809,228.331238621689,228.144835916018,227.907967657111,228.369638641243,230.208154767591,228.918421017786,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,"Gambia, The",GMB,..,312.459696745619,202.096693960898,138.74753942291,199.93449121734,128.196629906879,62.1779435591232,80.2317952845824,43.8342481494753,81.9337255899875,80.8021921909637,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Georgia,GEO,..,5.744296733957,0,0,0,0,0,0,0,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Ghana,GHA,..,431.104072502192,346.590061119839,314.491751026852,277.094753409484,235.272128215234,198.252036859451,172.154675121734,166.318309995879,165.119389442021,164.366544034069,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Guatemala,GTM,..,7.18718244411383,0.62544689348636,0.485896196926546,0.536609171447127,0.476240656917759,0.386077896808697,0.278368816906586,0.188014232088857,0.0946788863718326,0.112314785921849,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Guinea,GIN,..,433.737832955318,413.257648051681,393.577017946568,378.693510871067,360.230777257703,357.593289125399,359.091743247876,343.691756631449,334.458449667338,330.898470621951,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Guinea-Bissau,GNB,..,403.486536528851,123.041455382497,107.017172515027,90.2226428362603,75.851761083905,65.0544252499965,65.2758116423501,74.594878243981,94.1087235617324,105.080697484036,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Guyana,GUY,..,44.3026884886523,76.8764550052179,29.7025089367141,23.8798142063041,25.4476759580918,32.9733823167185,39.1705303788347,32.9350875677462,27.7959663924576,32.0569946318952,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Haiti,HTI,..,9.66503471861481,6.82307604875711,3.5600535314067,3.41019706669015,3.79013047058462,3.41263170345362,1.62622829785632,1.77545628012875,4.04643881508519,2.20445159206753,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Honduras,HND,..,8.54077866069087,0.890894335447159,0.550677176904408,0.569191308857315,0.644021475939922,0.196789148798629,0.10518171578773,0.0492200888466946,0.119760583541624,0.245968796978429,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,India,IND,..,19.8887915490025,9.07122402583277,9.11871567921664,9.59236499654292,9.92256492962942,7.37601592522639,5.27173207127437,4.29432239581266,3.16832651728859,3.24280500200014,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Indonesia,IDN,..,5.33166309479125,6.03903442538083,4.53919560319613,4.01167974454538,4.15256165418808,2.81376272761687,2.48064110151178,2.87236340824017,2.82977894811432,2.96484588102544,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,"Iran, Islamic Rep.",IRN,..,29.4616920299817,0.599202311922253,0.43850623707754,0.199979882263341,0.095231824829876,0.0660642840254243,0,0,0,0,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Iraq,IRQ,..,0.580932121204928,0,0,0,0.000993891147451305,0,0,0,0,0,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Kazakhstan,KAZ,..,..,0,0,0,0,0,0,0,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Kenya,KEN,..,221.62729551259,72.1662895786175,72.2695677400334,70.8457754852951,66.6367649412026,64.4689718113066,61.4186000589671,59.6163822468794,63.5210051671823,64.5157675367833,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,"Korea, Dem. People's Rep.",PRK,..,9.92748101265961,1.4757172957099,1.07376714001434,0.711971813135282,0.507659014124782,0.461981056669007,0.369386877715962,0.185841003624944,0.18008602944263,0.232411149818913,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,"Korea, Rep.",KOR,..,1.27717352309064,0.109214043842452,0.157386291230193,0.175649539109056,0.167608746615111,0.120915832042363,0.138497914099779,0.133746356790606,0.0980951898086813,0.075521435546727,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Kyrgyz Republic,KGZ,..,0.00181844584707234,0,0,0,0,0,0,0,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Lao PDR,LAO,..,31.7616750828942,19.9643047431601,25.208001192476,17.6934195791623,7.4911088051344,4.01203307833255,4.23422336596684,2.80889669596898,1.4897956611605,1.65728238818456,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Liberia,LBR,..,431.193924891476,312.140569234658,333.30766619802,345.11133095666,376.951643793147,404.325452593706,402.138016779595,392.0206030182,376.225925704617,356.687967996402,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Madagascar,MDG,..,55.8684583556024,63.4766588808106,44.5276291981789,94.4008815451119,55.2311314354908,75.3296332048914,71.5698559292929,73.8368904898367,142.090770310874,169.848945477695,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Malawi,MWI,..,451.33558937812,292.401359769482,264.187036191239,242.436806265704,226.907061763485,218.759479246546,210.122134917664,204.964177242617,219.467297928582,219.166141018823,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Malaysia,MYS,..,13.8427946646677,0.852834596546186,0.486825489398476,0.194728960622103,0.210934328055217,0.0664565077339738,0,0,0,0,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Mali,MLI,..,406.229399710299,452.815933807072,441.007385462791,391.82930999958,384.221812893283,386.777553610064,386.777532262051,333.695436227009,357.450233199884,353.560449168773,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Mauritania,MRT,..,113.082248888035,27.049989059458,56.3823027528808,73.9135172392821,95.3416800554803,73.6716093571778,55.3736707134548,41.9852508606022,44.8519140604508,18.424805860228,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Mexico,MEX,..,3.56158996315995,0.19907004128592,0.26056313412964,0.202969797544497,0.213880328715821,0.282621250660474,0.305428526111476,0.233048546501104,0.133275231322375,0.0900918341059391,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Morocco,MAR,..,0.000105062558449803,0,0,0,0,0,0,0,0,0,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Mozambique,MOZ,..,473.696434995315,367.974323503829,357.77306735389,350.309869380179,343.058030598243,329.826730940473,319.688043839769,311.086200846105,320.43098006815,320.600396445162,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Myanmar,MMR,..,50.0102864928461,20.2965837378134,12.6229994435031,8.86528572215534,5.24625204227502,3.88018061388439,3.46716759992955,2.48114630061454,2.58343549368136,9.14619549691887,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Namibia,NAM,..,53.6087643348802,4.48272374043407,14.4800385535239,8.30732006693541,17.3802706923477,47.5025148546925,26.2983972834887,2.93765830785732,10.2534720236309,10.6169026946577,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Nepal,NPL,..,6.7309746447358,1.27876111650289,0.616179735815447,0.545246473864852,0.414588110483466,0.328807282751283,0.330637317931951,0.0554394195301605,0.0286407868985772,0.012157976619064,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Nicaragua,NIC,..,13.3940828677548,0.550707796165486,0.533562206674546,1.04970723861526,2.84807528126671,4.90180828860218,7.02668278037451,5.74703950286063,11.0103670868391,9.85098285767793,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Niger,NER,..,355.745089443772,413.746113267429,406.812580251078,401.109661287858,384.937699266371,362.654075214733,343.726804440153,325.529300538079,322.408936764085,323.38569283739,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Nigeria,NGA,..,413.334960874543,308.604795500304,298.158957373652,294.110655530644,295.056131936383,299.073684784563,300.68534116565,301.908143733329,312.650935492847,306.462483682388,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
